Date,ATM_ID,Location_Type,Is_Weekend,Is_Payday,Is_Festival,Withdrawals,Deposits,W_100,W_500,W_2000,D_100,D_500,D_2000,Health,Revenue,Cost,Net_Cash_Flow,Net_Flow_Lag_7,Net_Flow_Rolling_3
2025-07-27,0,Market,1,0,0,543176,470468,1629,651,27,940,705,11,44.3496917411857,3640,3282,-72708,70916.0,885.3333333333334
2025-07-28,0,Market,0,0,0,467428,448980,1402,560,23,897,673,11,43.903122381995985,3215,3304,-18448,197340.0,-31627.333333333332
2025-07-29,0,Market,0,0,0,427435,467412,1282,512,21,934,701,11,43.90005805833914,3055,3304,39977,17283.0,-17059.666666666668
2025-07-30,0,Market,0,1,0,539446,461260,1618,647,26,922,691,11,43.58140564512498,3595,3320,-78186,130426.0,-18885.666666666668
2025-07-31,0,Market,0,1,0,527145,443943,1581,632,26,887,665,11,43.401372898349614,3505,3329,-83202,24826.0,-40470.333333333336
2025-08-01,0,Market,0,1,0,560822,498535,1682,672,28,997,747,12,43.197705438097984,3790,3340,-62287,79090.0,-74558.33333333333
2025-08-02,0,Market,1,1,0,684249,416918,2052,821,34,833,625,10,42.88500662315778,4230,3355,-267331,-3726.0,-137606.66666666666
2025-08-03,0,Market,1,1,0,641710,383918,1925,770,32,767,575,9,42.7342941672585,3960,3363,-257792,-72708.0,-195803.33333333334
2025-08-04,0,Market,0,1,0,539771,485879,1619,647,26,971,728,12,42.458380055146705,3645,3377,-53892,-18448.0,-193005.0
2025-08-05,0,Market,0,1,0,550378,472961,1651,660,27,945,709,11,42.38824644841712,3690,3380,-77417,39977.0,-129700.33333333333
2025-08-06,0,Market,0,0,0,381189,551930,1143,457,19,1103,827,13,42.152975705394134,3000,3392,170741,-78186.0,13144.0
2025-08-07,0,Market,0,0,0,450897,490435,1352,541,22,980,735,12,41.694741531061105,3230,3415,39538,-83202.0,44287.333333333336
2025-08-08,0,Market,0,0,0,410040,488611,1230,492,20,977,732,12,41.57770342906905,3020,3421,78571,-62287.0,96283.33333333333
2025-08-09,0,Market,1,0,0,523951,536947,1571,628,26,1073,805,13,41.492814959189985,3670,3425,12996,-267331.0,43701.666666666664
2025-08-10,0,Market,1,0,0,505151,484451,1515,606,25,968,726,12,41.12348863389592,3485,3443,-20700,-257792.0,23622.333333333332
2025-08-11,0,Market,0,0,0,390304,526186,1170,468,19,1052,789,13,41.006285761691785,3000,3449,135882,-53892.0,42726.0
2025-08-12,0,Market,0,0,0,431109,483584,1293,517,21,967,725,12,40.74992416115501,3110,3462,52475,-77417.0,55885.666666666664
2025-08-13,0,Market,0,0,0,324318,477017,972,389,16,954,715,11,40.26946544537598,2550,3486,152699,170741.0,113685.33333333333
2025-08-14,0,Market,0,0,0,344247,488837,1032,413,17,977,733,12,40.018613953287804,2670,3499,144590,39538.0,116588.0
2025-08-15,0,Market,0,0,0,382462,509356,1147,458,19,1018,764,12,40.0,2910,3500,126894,78571.0,141394.33333333334
2025-08-16,0,Market,1,0,0,471051,456991,1413,565,23,913,685,11,40.0,3260,3500,-14060,12996.0,85808.0
2025-08-17,0,Market,1,0,0,476102,520096,1428,571,23,1040,780,13,40.0,3415,3500,43994,-20700.0,52276.0
2025-08-18,0,Market,0,0,0,445385,447747,1336,534,22,895,671,11,40.0,3115,3500,2362,135882.0,10765.333333333334
2025-08-19,0,Market,0,0,0,451994,445725,1355,542,22,891,668,11,40.0,3140,3500,-6269,52475.0,13362.333333333334
2025-08-20,0,Market,0,0,0,368491,490862,1105,442,18,981,736,12,40.0,2805,3500,122371,152699.0,39488.0
2025-08-21,0,Market,0,0,0,456172,491771,1368,547,22,983,737,12,40.0,3255,3500,35599,144590.0,50567.0
2025-08-22,0,Market,0,0,0,366700,484576,1100,440,18,969,726,12,40.0,2785,3500,117876,126894.0,91948.66666666667
2025-08-23,0,Market,1,0,0,505018,379952,1515,606,25,759,569,9,40.0,3275,3500,-125066,-14060.0,9469.666666666666
2025-08-24,0,Market,1,0,0,482218,515948,1446,578,24,1031,773,12,40.0,3430,3500,33730,43994.0,8846.666666666666
2025-08-25,0,Market,0,0,0,379274,454164,1137,455,18,908,681,11,40.0,2775,3500,74890,2362.0,-5482.0
2025-08-26,0,Market,0,0,0,310060,425995,930,372,15,851,638,10,40.0,2400,3500,115935,-6269.0,74851.66666666667
2025-08-27,0,Market,0,0,0,435146,544737,1305,522,21,1089,817,13,40.0,3255,3500,109591,122371.0,100138.66666666667
2025-08-28,0,Market,0,0,0,389649,456141,1168,467,19,912,684,11,40.0,2835,3500,66492,35599.0,97339.33333333333
2025-08-29,0,Market,0,0,0,371472,490862,1114,445,18,981,736,12,40.0,2830,3500,119390,117876.0,98491.0
2025-08-30,0,Market,1,1,0,634852,451425,1904,761,31,902,677,11,40.0,4050,3500,-183427,-125066.0,818.3333333333334
2025-08-31,0,Market,1,1,0,646380,470056,1939,775,32,940,705,11,40.0,4165,3500,-176324,33730.0,-80120.33333333333
2025-09-01,0,Market,0,1,0,559307,464240,1677,671,27,928,696,11,40.0,3695,3500,-95067,74890.0,-151606.0
2025-09-02,0,Market,0,1,0,485031,437487,1455,582,24,874,656,10,40.0,3295,3500,-47544,115935.0,-106311.66666666667
2025-09-03,0,Market,0,1,0,475409,446986,1426,570,23,893,670,11,40.0,3265,3500,-28423,109591.0,-57011.333333333336
2025-09-04,0,Market,0,1,0,558016,454700,1674,669,27,909,682,11,40.0,3675,3500,-103316,66492.0,-59761.0
2025-09-05,0,Market,0,1,1,1434698,428624,4304,1721,71,857,642,10,40.0,8000,3500,-1006074,119390.0,-379271.0
2025-09-06,0,Market,1,0,0,446738,529252,1340,536,22,1058,793,13,40.0,3275,3500,82514,-183427.0,-342292.0
2025-09-07,0,Market,1,0,0,498122,471262,1494,597,24,942,706,11,40.0,3415,3500,-26860,-176324.0,-316806.6666666667
2025-09-08,0,Market,0,0,0,437768,489367,1313,525,21,978,734,12,40.0,3145,3500,51599,-95067.0,35751.0
2025-09-09,0,Market,0,0,0,443379,469829,1330,532,22,939,704,11,40.0,3130,3500,26450,-47544.0,17063.0
2025-09-10,0,Market,0,0,0,430525,524279,1291,516,21,1048,786,13,40.0,3190,3500,93754,-28423.0,57267.666666666664
2025-09-11,0,Market,0,0,0,406556,444352,1219,487,20,888,666,11,40.0,2905,3500,37796,-103316.0,52666.666666666664
2025-09-12,0,Market,0,0,0,433058,444241,1299,519,21,888,666,11,40.0,3030,3500,11183,-1006074.0,47577.666666666664
2025-09-13,0,Market,1,0,0,426473,483514,1279,511,21,967,725,12,40.0,3085,3500,57041,82514.0,35340.0
2025-09-14,0,Market,1,0,0,338548,557027,1015,406,16,1114,835,13,40.0,2785,3500,218479,-26860.0,95567.66666666667
2025-09-15,0,Market,0,0,0,392287,415703,1176,470,19,831,623,10,40.0,2780,3500,23416,51599.0,99645.33333333333
2025-09-16,0,Market,0,0,0,371950,526854,1115,446,18,1053,790,13,40.0,2900,3500,154904,26450.0,132266.33333333334
2025-09-17,0,Market,0,0,0,348905,523723,1046,418,17,1047,785,13,40.0,2765,3500,174818,93754.0,117712.66666666667
2025-09-18,0,Market,0,0,0,395680,474576,1187,474,19,949,711,11,40.0,2915,3500,78896,37796.0,136206.0
2025-09-19,0,Market,0,0,0,440134,506326,1320,528,22,1012,759,12,40.0,3210,3500,66192,11183.0,106635.33333333333
2025-09-20,0,Market,1,0,0,545546,477768,1636,654,27,955,716,11,40.0,3675,3500,-67778,57041.0,25770.0
2025-09-21,0,Market,1,0,0,476338,400244,1429,571,23,800,600,10,40.0,3175,3500,-76094,218479.0,-25893.333333333332
2025-09-22,0,Market,0,0,0,406537,486184,1219,487,20,972,729,12,40.0,2995,3500,79647,23416.0,-21408.333333333332
2025-09-23,0,Market,0,0,0,365621,512609,1096,438,18,1025,768,12,40.0,2845,3500,146988,154904.0,50180.333333333336
2025-09-24,0,Market,0,0,0,474805,456038,1424,569,23,912,684,11,40.0,3260,3500,-18767,174818.0,69289.33333333333
2025-09-25,0,Market,0,0,0,374204,444987,1122,449,18,889,667,11,40.0,2730,3500,70783,78896.0,66334.66666666667
2025-09-26,0,Market,0,0,0,408772,481694,1226,490,20,963,722,12,40.0,2985,3500,72922,66192.0,41646.0
2025-09-27,0,Market,1,0,0,523525,499480,1570,628,26,998,749,12,40.0,3590,3500,-24045,-67778.0,39886.666666666664
2025-09-28,0,Market,1,0,0,411601,433226,1234,493,20,866,649,10,40.0,2910,3500,21625,-76094.0,23500.666666666668
2025-09-29,0,Market,0,0,0,346349,505848,1039,415,17,1011,758,12,40.0,2735,3500,159499,79647.0,52359.666666666664
2025-09-30,0,Market,0,1,0,547306,511159,1641,656,27,1022,766,12,40.0,3745,3500,-36147,146988.0,48325.666666666664
2025-10-01,0,Market,0,1,0,548622,472288,1645,658,27,944,708,11,40.0,3665,3500,-76334,-18767.0,15672.666666666666
2025-10-02,0,Market,0,1,0,524216,428147,1572,629,26,856,642,10,40.0,3450,3500,-96069,70783.0,-69516.66666666667
2025-10-03,0,Market,0,1,0,547015,463583,1641,656,27,927,695,11,40.0,3645,3500,-83432,72922.0,-85278.33333333333
2025-10-04,0,Market,1,1,0,635444,500514,1906,762,31,1001,750,12,40.0,4175,3500,-134930,-24045.0,-104810.33333333333
2025-10-05,0,Market,1,1,0,633202,407520,1899,759,31,815,611,10,40.0,3960,3500,-225682,21625.0,-148014.66666666666
2025-10-06,0,Market,0,0,0,400604,496143,1201,480,20,992,744,12,40.0,2990,3500,95539,159499.0,-88357.66666666667
2025-10-07,0,Market,0,0,0,380980,448136,1142,457,19,896,672,11,40.0,2790,3500,67156,-36147.0,-20995.666666666668
2025-10-08,0,Market,0,0,0,387606,517686,1162,465,19,1035,776,12,40.0,2955,3500,130080,-76334.0,97591.66666666667
2025-10-09,0,Market,0,0,0,462286,488976,1386,554,23,977,733,12,40.0,3270,3500,26690,-96069.0,74642.0
2025-10-10,0,Market,0,0,0,417205,504409,1251,500,20,1008,756,12,40.0,3075,3500,87204,-83432.0,81324.66666666667
2025-10-11,0,Market,1,0,0,459847,481042,1379,551,22,962,721,12,40.0,3235,3500,21195,-134930.0,45029.666666666664
2025-10-12,0,Market,1,0,0,591984,542204,1775,710,29,1084,813,13,40.0,4030,3500,-49780,-225682.0,19539.666666666668
2025-10-13,0,Market,0,0,0,348740,444057,1046,418,17,888,666,11,40.0,2605,3500,95317,95539.0,22244.0
2025-10-14,0,Market,0,0,0,487092,392401,1461,584,24,784,588,9,40.0,3205,3500,-94691,67156.0,-16384.666666666668
2025-10-15,0,Market,0,0,0,460380,337595,1381,552,23,675,506,8,40.0,2970,3500,-122785,130080.0,-40719.666666666664
2025-10-16,0,Market,0,0,0,420897,458467,1262,505,21,916,687,11,40.0,3010,3500,37570,26690.0,-59968.666666666664
2025-10-17,0,Market,0,0,0,400668,462473,1202,480,20,924,693,11,40.0,2920,3500,61805,87204.0,-7803.333333333333
2025-10-18,0,Market,1,0,0,455848,431346,1367,547,22,862,647,10,40.0,3135,3500,-24502,21195.0,24957.666666666668
2025-10-19,0,Market,1,0,0,508105,399776,1524,609,25,799,599,9,40.0,3315,3500,-108329,-49780.0,-23675.333333333332
2025-10-20,0,Market,0,0,0,437455,470754,1312,524,21,941,706,11,40.0,3115,3500,33299,95317.0,-33177.333333333336
2025-10-21,0,Market,0,0,0,411991,400529,1235,494,20,801,600,10,40.0,2850,3500,-11462,-94691.0,-28830.666666666668
2025-10-22,0,Market,0,0,0,400294,428023,1200,480,20,856,642,10,40.0,2850,3500,27729,-122785.0,16522.0
2025-10-23,0,Market,0,0,0,464154,512610,1392,556,23,1025,768,12,40.0,3320,3500,48456,37570.0,21574.333333333332
2025-10-24,0,Market,0,0,0,343117,490321,1029,411,17,980,735,12,40.0,2680,3500,147204,61805.0,74463.0
2025-10-25,0,Market,1,0,0,426324,519452,1278,511,21,1038,779,12,40.0,3155,3500,93128,-24502.0,96262.66666666667
2025-10-26,0,Market,1,0,0,516861,454733,1550,620,25,909,682,11,40.0,3475,3500,-62128,-108329.0,59401.333333333336
2025-10-27,0,Market,0,0,0,416854,431265,1250,500,20,862,646,10,40.0,2935,3500,14411,33299.0,15137.0
2025-10-28,0,Market,0,0,0,392208,465345,1176,470,19,930,698,11,40.0,2880,3500,73137,-11462.0,8473.333333333334
2025-10-29,0,Market,0,0,0,384500,468135,1153,461,19,936,702,11,40.0,2830,3500,83635,27729.0,57061.0
2025-10-30,0,Market,0,1,0,552440,445553,1657,662,27,891,668,11,40.0,3640,3500,-106887,48456.0,16628.333333333332
2025-10-31,0,Market,0,1,0,532461,584510,1597,638,26,1169,876,14,40.0,3810,3500,52049,147204.0,9599.0
2025-11-01,0,Market,1,1,0,724904,502059,2174,869,36,1004,753,12,40.0,4600,3500,-222845,93128.0,-92561.0
2025-11-02,0,Market,1,1,0,616012,531166,1848,739,30,1062,796,13,40.0,4135,3500,-84846,-62128.0,-85214.0
2025-11-03,0,Market,0,1,0,571394,412281,1714,685,28,824,618,10,40.0,3670,3500,-159113,14411.0,-155601.33333333334
2025-11-04,0,Market,0,1,0,530738,410347,1592,636,26,820,615,10,40.0,3470,3500,-120391,73137.0,-121450.0
2025-11-05,0,Market,0,1,0,594184,478300,1782,713,29,956,717,11,40.0,3900,3500,-115884,83635.0,-131796.0
2025-11-06,0,Market,0,0,0,354896,597532,1064,425,17,1195,896,14,40.0,2940,3500,242636,-106887.0,2120.3333333333335
2025-11-07,0,Market,0,0,0,426203,495786,1278,511,21,991,743,12,40.0,3115,3500,69583,52049.0,65445.0
2025-11-08,0,Market,1,0,0,512324,487765,1536,614,25,975,731,12,40.0,3520,3500,-24559,-222845.0,95886.66666666667
2025-11-09,0,Market,1,0,0,560468,514849,1681,672,28,1029,772,12,40.0,3820,3500,-45619,-84846.0,-198.33333333333334
2025-11-10,0,Market,0,0,0,428364,487786,1285,514,21,975,731,12,40.0,3095,3500,59422,-159113.0,-3585.3333333333335
2025-11-11,0,Market,0,0,0,406787,503134,1220,488,20,1006,754,12,40.0,3025,3500,96347,-120391.0,36716.666666666664
2025-11-12,0,Market,0,0,0,398285,483565,1194,477,19,967,725,12,40.0,2935,3500,85280,-115884.0,80349.66666666667
2025-11-13,0,Market,0,0,0,404242,513973,1212,485,20,1027,770,12,40.0,3020,3500,109731,242636.0,97119.33333333333
2025-11-14,0,Market,0,0,0,320507,438163,961,384,16,876,657,10,40.0,2470,3500,117656,69583.0,104222.33333333333
2025-11-15,0,Market,1,0,0,448393,488348,1345,538,22,976,732,12,40.0,3195,3500,39955,-24559.0,89114.0
2025-11-16,0,Market,1,0,0,376264,539070,1128,451,18,1078,808,13,40.0,2945,3500,162806,-45619.0,106805.66666666667
2025-11-17,0,Market,0,0,0,412382,506080,1237,494,20,1012,759,12,40.0,3060,3500,93698,59422.0,98819.66666666667
2025-11-18,0,Market,0,0,0,418114,467221,1254,501,20,934,700,11,40.0,3005,3500,49107,96347.0,101870.33333333333
2025-11-19,0,Market,0,0,0,339723,487018,1019,407,16,974,730,12,40.0,2645,3500,147295,85280.0,96700.0
2025-11-20,0,Market,0,0,0,394416,509126,1183,473,19,1018,763,12,40.0,2960,3500,114710,109731.0,103704.0
2025-11-21,0,Market,0,0,0,451805,499437,1355,542,22,998,749,12,40.0,3240,3500,47632,117656.0,103212.33333333333
2025-11-22,0,Market,1,0,0,384979,460154,1154,461,19,920,690,11,40.0,2820,3500,75175,39955.0,79172.33333333333
2025-11-23,0,Market,1,0,0,503483,502649,1510,604,25,1005,753,12,40.0,3500,3500,-834,162806.0,40657.666666666664
2025-11-24,0,Market,0,0,0,377753,487140,1133,453,18,974,730,12,40.0,2845,3500,109387,93698.0,61242.666666666664
2025-11-25,0,Market,0,0,0,366212,482963,1098,439,18,965,724,12,40.0,2785,3500,116751,49107.0,75101.33333333333
2025-11-26,0,Market,0,0,0,453418,442781,1360,544,22,885,664,11,40.0,3130,3500,-10637,147295.0,71833.66666666667
2025-11-27,0,Market,0,0,0,409641,508988,1228,491,20,1017,763,12,40.0,3035,3500,99347,114710.0,68487.0
2025-11-28,0,Market,0,0,0,390421,466889,1171,468,19,933,700,11,40.0,2880,3500,76468,47632.0,55059.333333333336
2025-11-29,0,Market,1,0,0,439011,574179,1317,526,21,1148,861,14,40.0,3315,3500,135168,75175.0,103661.0
2025-11-30,0,Market,1,1,0,607107,472230,1821,728,30,944,708,11,40.0,3965,3500,-134877,-834.0,25586.333333333332
2025-12-01,0,Market,0,1,0,589902,394646,1769,707,29,789,591,9,40.0,3705,3500,-195256,109387.0,-64988.333333333336
2025-12-02,0,Market,0,1,0,549661,424429,1648,659,27,848,636,10,40.0,3565,3500,-125232,116751.0,-151788.33333333334
2025-12-03,0,Market,0,1,0,587201,581133,1761,704,29,1162,871,14,40.0,4085,3500,-6068,-10637.0,-108852.0
2025-12-04,0,Market,0,1,0,599380,495569,1798,719,29,991,743,12,40.0,3965,3500,-103811,99347.0,-78370.33333333333
2025-12-05,0,Market,0,1,0,588452,403639,1765,706,29,807,605,10,40.0,3725,3500,-184813,76468.0,-98230.66666666667
2025-12-06,0,Market,1,0,0,505599,463201,1516,606,25,926,694,11,40.0,3445,3500,-42398,135168.0,-110340.66666666667
2025-12-07,0,Market,1,0,0,548152,492984,1644,657,27,985,739,12,40.0,3705,3500,-55168,-134877.0,-94126.33333333333
2025-12-08,0,Market,0,0,0,434334,497528,1303,521,21,995,746,12,40.0,3140,3500,63194,-195256.0,-11457.333333333334
2025-12-09,0,Market,0,0,0,380660,478632,1141,456,19,957,717,11,40.0,2850,3500,97972,-125232.0,35332.666666666664
2025-12-10,0,Market,0,0,0,400957,546574,1202,481,20,1093,819,13,40.0,3090,3500,145617,-6068.0,102261.0
2025-12-11,0,Market,0,0,0,460369,498341,1381,552,23,996,747,12,40.0,3290,3500,37972,-103811.0,93853.66666666667
2025-12-12,0,Market,0,0,0,395465,486314,1186,474,19,972,729,12,40.0,2945,3500,90849,-184813.0,91479.33333333333
2025-12-13,0,Market,1,0,0,361899,473271,1085,434,18,946,709,11,40.0,2740,3500,111372,-42398.0,80064.33333333333
2025-12-14,0,Market,1,0,0,504512,525067,1513,605,25,1050,787,13,40.0,3550,3500,20555,-55168.0,74258.66666666667
2025-12-15,0,Market,0,0,0,361541,477517,1084,433,18,955,716,11,40.0,2750,3500,115976,63194.0,82634.33333333333
2025-12-16,0,Market,0,0,0,447729,466501,1343,537,22,933,699,11,40.0,3155,3500,18772,97972.0,51767.666666666664
2025-12-17,0,Market,0,0,0,376530,483683,1129,451,18,967,725,12,40.0,2835,3500,107153,145617.0,80633.66666666667
2025-12-18,0,Market,0,0,1,1039977,447323,3119,1247,51,894,670,11,40.0,6065,3500,-592654,37972.0,-155576.33333333334
2025-12-19,0,Market,0,0,0,463790,431255,1391,556,23,862,646,10,40.0,3160,3500,-32535,90849.0,-172678.66666666666
2025-12-20,0,Market,1,0,0,425839,540649,1277,511,21,1081,810,13,40.0,3205,3500,114810,111372.0,-170126.33333333334
2025-12-21,0,Market,1,0,0,431284,451233,1293,517,21,902,676,11,40.0,3050,3500,19949,20555.0,34074.666666666664
2025-12-22,0,Market,0,0,0,428736,490704,1286,514,21,981,736,12,40.0,3105,3500,61968,115976.0,65575.66666666667
2025-12-23,0,Market,0,0,0,407894,485460,1223,489,20,970,728,12,40.0,2995,3500,77566,18772.0,53161.0
2025-12-24,0,Market,0,0,0,439280,459322,1317,527,21,918,688,11,40.0,3085,3500,20042,107153.0,53192.0
2025-12-25,0,Market,0,0,0,406615,446076,1219,487,20,892,669,11,40.0,2915,3500,39461,-592654.0,45689.666666666664
2025-12-26,0,Market,0,0,0,371221,449994,1113,445,18,899,674,11,40.0,2740,3500,78773,-32535.0,46092.0
2025-12-27,0,Market,1,0,0,511386,406698,1534,613,25,813,610,10,40.0,3360,3500,-104688,114810.0,4515.333333333333
2025-12-28,0,Market,1,0,0,492663,491571,1477,591,24,983,737,12,40.0,3430,3500,-1092,19949.0,-9002.333333333334
2025-12-29,0,Market,0,0,0,432581,388673,1297,519,21,777,583,9,40.0,2920,3500,-43908,61968.0,-49896.0
2025-12-30,0,Market,0,1,0,469783,435844,1409,563,23,871,653,10,40.0,3195,3500,-33939,77566.0,-26313.0
2025-12-31,0,Market,0,1,0,549946,592514,1649,659,27,1185,888,14,40.0,3905,3500,42568,20042.0,-11759.666666666666
2026-01-01,0,Market,0,1,0,657322,433195,1971,788,32,866,649,10,40.0,4135,3500,-224127,39461.0,-71832.66666666667
2026-01-02,0,Market,0,1,0,586010,535206,1758,703,29,1070,802,13,40.0,3995,3500,-50804,78773.0,-77454.33333333333
2026-01-03,0,Market,1,1,0,698956,569039,2096,838,34,1138,853,14,40.0,4605,3500,-129917,-104688.0,-134949.33333333334
2026-01-04,0,Market,1,1,0,776723,447397,2330,932,38,894,671,11,40.0,4765,3500,-329326,-1092.0,-170015.66666666666
2026-01-05,0,Market,0,1,0,710059,450983,2130,852,35,901,676,11,40.0,4450,3500,-259076,-43908.0,-239439.66666666666
2026-01-06,0,Market,0,0,0,393890,503170,1181,472,19,1006,754,12,40.0,2950,3500,109280,-33939.0,-159707.33333333334
2026-01-07,0,Market,0,0,0,363751,542714,1091,436,18,1085,814,13,40.0,2880,3500,178963,42568.0,9722.333333333334
2024-01-01,1,Residential,0,1,0,941900,91275,2825,1130,47,182,136,2,96.8820715599862,4880,655,-850625,0.0,0.0
2024-01-02,1,Residential,0,1,0,856132,87217,2568,1027,42,174,130,2,95.86966184873737,4445,706,-768915,0.0,0.0
2024-01-03,1,Residential,0,1,0,899481,98610,2698,1079,44,197,147,2,98.48435822027335,4665,575,-800871,0.0,-806803.6666666666
2024-01-04,1,Residential,0,1,0,773976,78018,2321,928,38,156,117,1,95.31521088484469,4000,734,-695958,0.0,-755248.0
2024-01-05,1,Residential,0,1,0,685758,94571,2057,822,34,189,141,2,97.76398729747582,3605,611,-591187,0.0,-696005.3333333334
2024-01-06,1,Residential,1,0,0,747977,112436,2243,897,37,224,168,2,97.51518258547085,3945,624,-635541,0.0,-640895.3333333334
2024-01-07,1,Residential,1,0,0,725891,89109,2177,871,36,178,133,2,95.61012839777466,3795,719,-636782,0.0,-621170.0
2024-01-08,1,Residential,0,0,0,616043,92895,1848,739,30,185,139,2,98.47660430450979,3255,576,-523148,-850625.0,-598490.3333333334
2024-01-09,1,Residential,0,0,0,589502,83198,1768,707,29,166,124,2,96.52524455548769,3085,673,-506304,-768915.0,-555411.3333333334
2024-01-10,1,Residential,0,0,0,601690,89917,1805,722,30,179,134,2,95.8875971818282,3170,705,-511773,-800871.0,-513741.6666666667
2024-01-11,1,Residential,0,0,0,598498,97359,1795,718,29,194,146,2,96.17595099548502,3165,691,-501139,-695958.0,-506405.3333333333
2024-01-12,1,Residential,0,0,0,600621,78193,1801,720,30,156,117,1,99.26813003918875,3150,536,-522428,-591187.0,-511780.0
2024-01-13,1,Residential,1,0,0,676115,88317,2028,811,33,176,132,2,99.32416855422589,3545,533,-587798,-635541.0,-537121.6666666666
2024-01-14,1,Residential,1,0,0,724078,94767,2172,868,36,189,142,2,97.83751060834933,3780,608,-629311,-636782.0,-579845.6666666666
2024-01-15,1,Residential,0,0,0,603868,72220,1811,724,30,144,108,1,99.47167657869129,3140,526,-531648,-523148.0,-582919.0
2024-01-16,1,Residential,0,0,0,527418,95399,1582,632,26,190,143,2,96.74899453800923,2815,662,-432019,-506304.0,-530992.6666666666
2024-01-17,1,Residential,0,0,0,587193,103416,1761,704,29,206,155,2,95.02566841415117,3125,748,-483777,-511773.0,-482481.3333333333
2024-01-18,1,Residential,0,0,1,1096056,86966,3288,1315,54,173,130,2,98.80409947892038,5645,559,-1009090,-501139.0,-641628.6666666666
2024-01-19,1,Residential,0,0,0,563195,87277,1689,675,28,174,130,2,99.68854100934969,2970,515,-475918,-522428.0,-656261.6666666666
2024-01-20,1,Residential,1,0,0,731561,90027,2194,877,36,180,135,2,96.92390280884494,3830,653,-641534,-587798.0,-708847.3333333334
2024-01-21,1,Residential,1,0,0,788367,76635,2365,946,39,153,114,1,97.86958308054814,4075,606,-711732,-629311.0,-609728.0
2024-01-22,1,Residential,0,0,0,517987,87977,1553,621,25,175,131,2,97.92935123735536,2745,603,-430010,-531648.0,-594425.3333333334
2024-01-23,1,Residential,0,0,0,632487,96832,1897,758,31,193,145,2,99.94484367785677,3340,502,-535655,-432019.0,-559132.3333333334
2024-01-24,1,Residential,0,0,0,565409,66680,1696,678,28,133,100,1,98.70093395627482,2955,564,-498729,-483777.0,-488131.3333333333
2024-01-25,1,Residential,0,0,0,567225,93526,1701,680,28,187,140,2,98.92399063991381,3005,553,-473699,-1009090.0,-502694.3333333333
2024-01-26,1,Residential,0,0,0,599081,95213,1797,718,29,190,142,2,97.26020255513154,3165,636,-503868,-475918.0,-492098.6666666667
2024-01-27,1,Residential,1,0,0,806153,88573,2418,967,40,177,132,2,97.5587943148911,4195,622,-717580,-641534.0,-565049.0
2024-01-28,1,Residential,1,0,0,688083,82036,2064,825,34,164,123,2,97.61990935315617,3585,619,-606047,-711732.0,-609165.0
2024-01-29,1,Residential,0,0,0,517685,75477,1553,621,25,150,113,1,96.07491728081472,2725,696,-442208,-430010.0,-588611.6666666666
2024-01-30,1,Residential,0,1,0,783797,99359,2351,940,39,198,149,2,97.81198437972304,4090,609,-684438,-535655.0,-577564.3333333334
2024-01-31,1,Residential,0,1,0,896945,85608,2690,1076,44,171,128,2,95.49119003932289,4645,725,-811337,-498729.0,-645994.3333333334
2024-02-01,1,Residential,0,1,0,1021213,84548,3063,1225,51,169,126,2,95.52441129646732,5260,723,-936665,-473699.0,-810813.3333333334
2024-02-02,1,Residential,0,1,0,949346,104053,2848,1139,47,208,156,2,97.40795989027399,4925,629,-845293,-503868.0,-864431.6666666666
2024-02-03,1,Residential,1,1,0,1054365,83900,3163,1265,52,167,125,2,96.59886110395823,5410,670,-970465,-717580.0,-917474.3333333334
2024-02-04,1,Residential,1,1,0,971175,91662,2913,1165,48,183,137,2,99.93945762382556,5030,503,-879513,-606047.0,-898423.6666666666
2024-02-05,1,Residential,0,1,0,726841,81255,2180,872,36,162,121,2,96.1267323440941,3785,693,-645586,-442208.0,-831854.6666666666
2024-02-06,1,Residential,0,0,0,537185,94829,1611,644,26,189,142,2,99.50802175143302,2855,524,-442356,-684438.0,-655818.3333333334
2024-02-07,1,Residential,0,0,0,671142,96470,2013,805,33,192,144,2,99.89527519484544,3540,505,-574672,-811337.0,-554204.6666666666
2024-02-08,1,Residential,0,0,0,659762,83188,1979,791,32,166,124,2,98.09030180173552,3435,595,-576574,-936665.0,-531200.6666666666
2024-02-09,1,Residential,0,0,0,580639,87742,1741,696,29,175,131,2,96.12683109681106,3070,693,-492897,-845293.0,-548047.6666666666
2024-02-10,1,Residential,1,0,0,752823,109485,2258,903,37,218,164,2,95.15755611202808,3960,742,-643338,-970465.0,-570936.3333333334
2024-02-11,1,Residential,1,0,0,673666,98350,2020,808,33,196,147,2,96.9905920518184,3540,650,-575316,-879513.0,-570517.0
2024-02-12,1,Residential,0,0,0,691708,94570,2075,830,34,189,141,2,96.71760696334249,3630,664,-597138,-645586.0,-605264.0
2024-02-13,1,Residential,0,0,0,578102,82447,1734,693,28,164,123,2,98.87692194078075,3035,556,-495655,-442356.0,-556036.3333333334
2024-02-14,1,Residential,0,0,0,537311,72302,1611,644,26,144,108,1,96.93530208752738,2815,653,-465009,-574672.0,-519267.3333333333
2024-02-15,1,Residential,0,0,0,586724,87508,1760,704,29,175,131,2,96.77094593672398,3095,661,-499216,-576574.0,-486626.6666666667
2024-02-16,1,Residential,0,0,0,651628,84752,1954,781,32,169,127,2,95.76742830654861,3410,711,-566876,-492897.0,-510367.0
